,Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date,Recency,Frequency,Monetary,RFM_Score,Segment,Order Month,Order Year
371,CUST0103,Male,North,49.0,Smartphone,Electronics,800.0,1,800,15.79,In Transit,2023-10-30,50,4,2110,442,Loyal Customers,2023-10,2023
372,CUST0176,Female,South,51.0,Laptop,Electronics,1500.0,3,4500,5.72,In Transit,2023-11-10,49,5,12400,455,Champions,2023-11,2023
373,CUST0299,Female,West,58.0,Smartwatch,Wearables,200.0,3,600,9.69,Returned,2024-01-03,1,7,10060,555,Champions,2024-01,2024
374,CUST0178,Female,South,44.0,Smartphone,Electronics,800.0,3,2400,19.31,Delivered,2023-06-03,68,4,11100,345,Loyal Customers,2023-06,2023
375,CUST0138,Female,East,46.0,Laptop,Electronics,1500.0,4,6000,16.31,In Transit,2023-06-29,27,4,12350,445,Champions,2023-06,2023
376,CUST0152,Male,East,69.0,Mouse,Accessories,30.0,1,30,10.99,In Transit,2023-10-06,51,6,5730,354,Loyal Customers,2023-10,2023
377,CUST0212,Female,West,62.0,Smartphone,Electronics,800.0,3,2400,16.12,In Transit,2023-08-01,47,4,10060,445,Champions,2023-08,2023
378,CUST0208,Female,South,57.0,Smartwatch,Wearables,200.0,2,400,8.71,Unknown,2023-05-18,107,5,2720,253,At Risk,2023-05,2023
379,CUST0026,Male,East,27.0,Smartphone,Electronics,800.0,5,4000,12.26,Returned,2023-05-02,42,2,4300,413,New/Promising,2023-05,2023
380,CUST0224,Female,East,57.0,Smartphone,Electronics,800.0,1,800,19.34,Delivered,2023-11-20,22,2,1600,522,New/Promising,2023-11,2023
381,CUST0131,Female,West,67.0,Laptop,Electronics,1500.0,2,3000,18.81,In Transit,2023-08-10,48,8,21180,455,Champions,2023-08,2023
382,CUST0019,Male,North,69.0,Monitor,Electronics,300.0,1,300,14.91,Delivered,2023-04-05,58,4,3750,333,Loyal Customers,2023-04,2023
383,CUST0291,Female,North,49.0,Mouse,Accessories,30.0,1,30,5.6,Delivered,2023-04-19,220,4,2630,143,At Risk,2023-04,2023
384,CUST0032,Male,West,63.0,Laptop,Electronics,1500.0,3,4500,19.69,In Transit,2023-12-30,5,4,7720,535,Loyal Customers,2023-12,2023
385,CUST0230,Male,South,49.0,Laptop,Electronics,1500.0,4,6000,15.12,In Transit,2023-11-10,55,1,6000,314,Big Spenders,2023-11,2023
386,CUST0285,Female,North,58.0,Headphones,Accessories,100.0,1,100,5.25,Delivered,2023-01-14,215,3,3700,133,Needs Attention,2023-01,2023
387,CUST0199,Male,North,41.0,Headphones,Accessories,100.0,1,100,18.38,Returned,2023-07-05,1,6,6340,554,Champions,2023-07,2023
388,CUST0045,Female,East,21.0,Monitor,Electronics,300.0,3,900,15.22,In Transit,2024-01-03,1,4,3730,533,Loyal Customers,2024-01,2024
389,CUST0063,Male,North,20.0,Monitor,Electronics,300.0,4,1200,15.57,Delivered,2023-11-06,59,4,9550,335,Loyal Customers,2023-11,2023
390,CUST0178,Male,East,44.0,Laptop,Electronics,1500.0,5,7500,8.03,In Transit,2023-01-20,68,4,11100,345,Loyal Customers,2023-01,2023
391,CUST0210,Female,North,30.0,Monitor,Electronics,300.0,5,1500,16.68,Returned,2023-05-06,4,3,3400,533,Loyal Customers,2023-05,2023
392,CUST0105,Female,North,27.0,Headphones,Accessories,100.0,2,200,12.44,In Transit,2023-10-21,4,6,5150,554,Champions,2023-10,2023
393,CUST0198,Male,South,49.0,Monitor,Electronics,300.0,3,900,6.39,Returned,2023-12-30,5,4,8500,545,Champions,2023-12,2023
394,CUST0241,Female,East,27.0,Keyboard,Accessories,50.0,1,50,11.72,In Transit,2023-07-10,178,3,3350,133,Needs Attention,2023-07,2023
395,CUST0201,Female,West,49.0,Smartphone,Electronics,800.0,2,1600,6.85,Delivered,2024-01-03,1,8,8460,555,Champions,2024-01,2024
396,CUST0052,Male,South,66.0,Mouse,Accessories,30.0,4,120,14.27,In Transit,2023-02-05,114,9,5860,254,At Risk,2023-02,2023
397,CUST0258,Female,North,39.0,Laptop,Electronics,1500.0,3,4500,15.91,Returned,2023-02-03,165,3,6000,134,Needs Attention,2023-02,2023
398,CUST0123,Male,South,52.0,Laptop,Electronics,1500.0,5,7500,16.01,In Transit,2023-11-22,43,2,7900,425,New/Promising,2023-11,2023
399,CUST0285,Male,South,49.0,Smartphone,Electronics,800.0,3,2400,19.44,In Transit,2023-06-03,215,3,3700,133,Needs Attention,2023-06,2023
400,CUST0279,Female,West,59.0,Mouse,Accessories,30.0,3,90,7.34,Returned,2023-04-26,41,4,4180,443,Loyal Customers,2023-04,2023
401,CUST0052,Female,East,66.0,Headphones,Accessories,100.0,3,300,13.21,In Transit,2023-03-13,114,9,5860,254,At Risk,2023-03,2023
402,CUST0200,Female,West,49.0,Laptop,Electronics,1500.0,5,7500,11.03,Returned,2023-01-11,151,4,16700,245,At Risk,2023-01,2023
403,CUST0103,Female,South,23.0,Keyboard,Accessories,50.0,5,250,14.12,In Transit,2023-04-10,50,4,2110,442,Loyal Customers,2023-04,2023
404,CUST0129,Female,North,66.0,Smartwatch,Wearables,200.0,5,1000,10.43,Delivered,2023-03-07,51,5,13460,355,Loyal Customers,2023-03,2023
405,CUST0012,Female,North,28.0,Laptop,Electronics,1500.0,1,1500,12.71,Returned,2023-08-31,126,5,3990,243,At Risk,2023-08,2023
406,CUST0139,Male,East,57.0,Smartphone,Electronics,800.0,2,1600,12.55,Unknown,2023-01-02,4,7,18350,555,Champions,2023-01,2023
407,CUST0108,Male,South,49.0,Keyboard,Accessories,50.0,2,100,6.85,Returned,2023-10-19,1,2,400,521,New/Promising,2023-10,2023
408,CUST0196,Male,West,37.0,Laptop,Electronics,1500.0,2,3000,17.23,Returned,2023-01-10,8,7,6590,554,Champions,2023-01,2023
409,CUST0007,Male,East,52.0,Headphones,Accessories,100.0,3,300,19.53,In Transit,2023-01-16,68,3,1100,322,Needs Attention,2023-01,2023
410,CUST0118,Male,West,49.0,Smartwatch,Wearables,200.0,3,600,18.62,Delivered,2023-07-23,77,4,3450,343,Loyal Customers,2023-07,2023
411,CUST0227,Female,East,54.0,Mouse,Accessories,30.0,5,150,14.71,In Transit,2023-12-04,28,4,3350,443,Loyal Customers,2023-12,2023
412,CUST0219,Female,South,48.0,Keyboard,Accessories,50.0,2,100,12.46,In Transit,2023-04-09,98,4,510,241,At Risk,2023-04,2023
413,CUST0297,Male,East,61.0,Monitor,Electronics,300.0,2,600,12.26,Returned,2023-04-25,86,2,1200,222,Lost,2023-04,2023
414,CUST0098,Female,East,57.0,Headphones,Accessories,100.0,4,400,8.84,In Transit,2023-02-28,310,1,400,111,Lost,2023-02,2023
415,CUST0284,Female,South,64.0,Smartwatch,Wearables,200.0,5,1000,13.46,In Transit,2023-05-09,156,5,2550,153,At Risk,2023-05,2023
416,CUST0137,Female,West,19.0,Monitor,Electronics,300.0,5,1500,19.39,Returned,2023-12-08,27,5,8700,455,Champions,2023-12,2023
417,CUST0127,Male,North,62.0,Headphones,Accessories,100.0,2,200,5.13,Delivered,2023-11-01,64,3,3800,333,Loyal Customers,2023-11,2023
418,CUST0052,Male,East,66.0,Mouse,Accessories,30.0,2,60,6.23,In Transit,2023-06-11,114,9,5860,254,At Risk,2023-06,2023
419,CUST0162,Female,South,69.0,Smartwatch,Wearables,200.0,4,800,12.26,In Transit,2023-10-09,87,3,5400,234,Needs Attention,2023-10,2023
420,CUST0069,Female,East,66.0,Laptop,Electronics,1500.0,4,6000,16.92,In Transit,2023-09-23,28,4,7700,435,Loyal Customers,2023-09,2023
421,CUST0011,Female,West,54.0,Smartphone,Electronics,800.0,2,1600,15.8,In Transit,2023-04-06,17,4,5750,534,Loyal Customers,2023-04,2023
422,CUST0293,Male,South,32.0,Laptop,Electronics,1500.0,3,4500,8.53,Returned,2023-11-17,48,5,14200,455,Champions,2023-11,2023
423,CUST0078,Female,East,38.0,Monitor,Electronics,300.0,1,300,7.57,Delivered,2023-02-07,9,4,5800,544,Champions,2023-02,2023
424,CUST0290,Female,Unknown,37.0,Headphones,Accessories,100.0,3,300,5.29,Returned,2023-09-30,96,3,1600,232,Needs Attention,2023-09,2023
425,CUST0130,Female,West,68.0,Smartwatch,Wearables,200.0,3,600,5.65,In Transit,2023-08-18,12,5,2650,553,Loyal Customers,2023-08,2023
426,CUST0186,Female,East,55.0,Smartwatch,Wearables,200.0,5,1000,18.29,Delivered,2023-01-10,76,5,3480,353,Loyal Customers,2023-01,2023
427,CUST0164,Male,South,50.0,Monitor,Electronics,300.0,3,900,11.22,In Transit,2023-03-16,294,1,900,111,Lost,2023-03,2023
428,CUST0024,Female,Unknown,57.0,Monitor,Electronics,300.0,2,600,15.59,Returned,2023-09-02,27,3,2500,422,New/Promising,2023-09,2023
429,CUST0006,Female,East,49.0,Smartwatch,Wearables,200.0,3,600,13.94,Delivered,2023-04-07,109,6,10400,255,At Risk,2023-04,2023
430,CUST0124,Female,North,53.0,Monitor,Electronics,300.0,1,300,16.32,Delivered,2023-08-16,121,6,6000,254,At Risk,2023-08,2023
431,CUST0060,Female,West,41.0,Headphones,Accessories,100.0,5,500,18.06,Delivered,2023-03-15,192,5,6900,144,At Risk,2023-03,2023
432,CUST0046,Female,North,22.0,Mouse,Accessories,30.0,1,30,8.96,Returned,2023-03-03,19,5,7760,545,Champions,2023-03,2023
433,CUST0280,Male,South,44.0,Smartwatch,Wearables,200.0,4,800,6.43,Unknown,2023-03-03,206,3,1050,132,Needs Attention,2023-03,2023
434,CUST0012,Male,South,28.0,Headphones,Accessories,100.0,3,300,17.16,Returned,2023-08-10,126,5,3990,243,At Risk,2023-08,2023
435,CUST0095,Male,East,60.0,Mouse,Accessories,30.0,3,90,18.42,Delivered,2023-01-25,16,9,22440,555,Champions,2023-01,2023
436,CUST0279,Female,Unknown,49.0,Mouse,Accessories,30.0,2,60,11.28,Returned,2023-09-19,41,4,4180,443,Loyal Customers,2023-09,2023
437,CUST0158,Female,Unknown,51.0,Monitor,Electronics,300.0,4,1200,6.91,In Transit,2023-09-13,93,3,2300,232,Needs Attention,2023-09,2023
438,CUST0193,Male,South,64.0,Keyboard,Accessories,50.0,4,200,17.18,In Transit,2023-11-06,59,4,7500,344,Loyal Customers,2023-11,2023
439,CUST0270,Male,East,64.0,Keyboard,Accessories,50.0,1,50,18.23,Delivered,2023-05-24,137,4,2850,243,At Risk,2023-05,2023
440,CUST0005,Female,East,56.0,Mouse,Accessories,30.0,2,60,7.58,In Transit,2023-02-15,323,1,60,111,Lost,2023-02,2023
441,CUST0118,Female,West,23.0,Smartphone,Electronics,800.0,2,1600,9.07,In Transit,2023-10-19,77,4,3450,343,Loyal Customers,2023-10,2023
442,CUST0016,Female,North,61.0,Keyboard,Accessories,50.0,1,50,19.39,Delivered,2023-07-28,39,5,2900,443,Loyal Customers,2023-07,2023
443,CUST0168,Female,South,42.0,Keyboard,Accessories,50.0,2,100,12.44,In Transit,2023-02-21,49,5,3250,453,Loyal Customers,2023-02,2023
444,CUST0091,Male,North,30.0,Keyboard,Accessories,50.0,1,50,19.02,Delivered,2023-12-14,21,6,7970,555,Champions,2023-12,2023
445,CUST0066,Female,West,37.0,Headphones,Accessories,100.0,3,300,16.67,Returned,2023-03-07,1,6,5390,554,Champions,2023-03,2023
446,CUST0186,Female,East,55.0,Mouse,Accessories,30.0,1,30,5.24,Returned,2023-05-25,76,5,3480,353,Loyal Customers,2023-05,2023
447,CUST0130,Female,North,68.0,Monitor,Electronics,300.0,3,900,10.39,Returned,2023-02-09,12,5,2650,553,Loyal Customers,2023-02,2023
448,CUST0274,Female,West,51.0,Keyboard,Accessories,50.0,3,150,19.79,Delivered,2024-01-03,1,4,9100,545,Champions,2024-01,2024
449,CUST0095,Female,East,60.0,Monitor,Electronics,300.0,4,1200,7.26,In Transit,2023-08-20,16,9,22440,555,Champions,2023-08,2023
450,CUST0128,Female,East,52.0,Smartwatch,Wearables,200.0,5,1000,18.72,Delivered,2023-03-02,71,5,6300,354,Loyal Customers,2023-03,2023
451,CUST0036,Male,South,49.0,Keyboard,Accessories,50.0,3,150,9.99,Unknown,2023-05-07,155,4,3900,233,Needs Attention,2023-05,2023
452,CUST0016,Female,East,61.0,Monitor,Electronics,300.0,1,300,6.63,In Transit,2023-01-14,39,5,2900,443,Loyal Customers,2023-01,2023
453,CUST0192,Male,South,58.0,Mouse,Accessories,30.0,1,30,11.39,In Transit,2023-05-15,1,3,980,532,Loyal Customers,2023-05,2023
454,CUST0013,Female,East,55.0,Keyboard,Accessories,50.0,4,200,6.66,Unknown,2023-08-13,144,2,1000,212,Lost,2023-08,2023
455,CUST0059,Female,East,18.0,Keyboard,Accessories,50.0,4,200,7.76,In Transit,2023-08-20,137,4,6290,234,Needs Attention,2023-08,2023
456,CUST0065,Female,South,41.0,Smartphone,Electronics,800.0,1,800,6.24,Delivered,2023-08-03,34,5,6500,444,Champions,2023-08,2023
457,CUST0025,Female,South,56.0,Headphones,Accessories,100.0,3,300,5.86,In Transit,2023-11-25,40,3,1500,422,New/Promising,2023-11,2023
458,CUST0160,Female,South,69.0,Laptop,Electronics,1500.0,2,3000,5.35,Returned,2023-10-30,50,6,13750,455,Champions,2023-10,2023
459,CUST0096,Female,North,61.0,Smartphone,Electronics,800.0,5,4000,13.72,Unknown,2023-03-09,301,2,7200,124,Needs Attention,2023-03,2023
460,CUST0071,Male,East,46.0,Smartphone,Electronics,800.0,2,1600,13.1,In Transit,2023-01-07,25,6,3520,453,Loyal Customers,2023-01,2023
461,CUST0044,Male,East,30.0,Smartwatch,Wearables,200.0,2,400,13.54,In Transit,2023-08-08,68,9,4550,353,Loyal Customers,2023-08,2023
462,CUST0299,Female,East,58.0,Smartphone,Electronics,800.0,5,4000,5.65,Delivered,2023-12-16,1,7,10060,555,Champions,2023-12,2023
463,CUST0291,Female,South,49.0,Monitor,Electronics,300.0,3,900,17.93,Delivered,2023-05-29,220,4,2630,143,At Risk,2023-05,2023
464,CUST0266,Female,North,29.0,Monitor,Electronics,300.0,4,1200,5.79,In Transit,2023-09-04,57,3,4350,333,Loyal Customers,2023-09,2023
465,CUST0184,Female,North,54.0,Smartphone,Electronics,800.0,1,800,13.72,In Transit,2023-08-30,127,3,4890,233,Needs Attention,2023-08,2023
466,CUST0130,Male,West,68.0,Keyboard,Accessories,50.0,3,150,8.99,Delivered,2023-02-02,12,5,2650,553,Loyal Customers,2023-02,2023
467,CUST0052,Male,South,66.0,Monitor,Electronics,300.0,4,1200,17.59,Returned,2023-09-12,114,9,5860,254,At Risk,2023-09,2023
468,CUST0240,Male,East,39.0,Keyboard,Accessories,50.0,4,200,13.51,Delivered,2023-12-21,14,5,2900,553,Loyal Customers,2023-12,2023
469,CUST0054,Male,South,64.0,Smartphone,Electronics,800.0,1,800,19.15,Delivered,2023-10-07,89,3,950,222,Lost,2023-10,2023
470,CUST0038,Female,North,57.0,Keyboard,Accessories,50.0,2,100,16.78,Unknown,2023-11-16,17,5,3050,543,Loyal Customers,2023-11,2023
471,CUST0023,Male,East,49.0,Monitor,Electronics,300.0,5,1500,8.56,In Transit,2023-10-30,64,5,10450,345,Loyal Customers,2023-10,2023
472,CUST0183,Male,North,42.0,Mouse,Accessories,30.0,5,150,9.26,Delivered,2023-02-21,75,3,3450,333,Loyal Customers,2023-02,2023
473,CUST0012,Male,Unknown,28.0,Monitor,Electronics,300.0,5,1500,13.09,Delivered,2023-03-12,126,5,3990,243,At Risk,2023-03,2023
474,CUST0136,Female,South,36.0,Mouse,Accessories,30.0,5,150,6.58,In Transit,2023-10-17,54,3,500,331,Loyal Customers,2023-10,2023
475,CUST0052,Female,South,66.0,Mouse,Accessories,30.0,2,60,12.21,Delivered,2023-06-05,114,9,5860,254,At Risk,2023-06,2023
476,CUST0141,Male,West,58.0,Monitor,Electronics,300.0,4,1200,6.4,Delivered,2023-03-03,93,2,1230,222,Lost,2023-03,2023
477,CUST0144,Male,South,54.0,Smartphone,Electronics,800.0,5,4000,19.43,In Transit,2023-07-12,34,5,17320,455,Champions,2023-07,2023
478,CUST0156,Female,North,57.0,Monitor,Electronics,300.0,1,300,15.49,In Transit,2023-02-05,6,4,12000,545,Champions,2023-02,2023
479,CUST0199,Male,West,49.0,Smartphone,Electronics,800.0,3,2400,6.95,Returned,2023-09-22,1,6,6340,554,Champions,2023-09,2023
480,CUST0197,Male,North,54.0,Laptop,Electronics,1500.0,4,6000,5.05,Delivered,2023-07-12,26,5,16150,455,Champions,2023-07,2023
481,CUST0196,Female,West,37.0,Laptop,Electronics,1500.0,1,1500,12.95,Returned,2023-11-06,8,7,6590,554,Champions,2023-11,2023
482,CUST0243,Female,West,58.0,Headphones,Accessories,100.0,5,500,19.98,Returned,2023-08-13,144,2,1700,222,Lost,2023-08,2023
483,CUST0182,Male,South,19.0,Smartphone,Electronics,800.0,4,3200,12.3,Delivered,2023-01-23,72,5,5080,353,Loyal Customers,2023-01,2023
484,CUST0296,Female,South,50.0,Monitor,Electronics,300.0,4,1200,7.42,Delivered,2023-10-07,1,6,7130,554,Champions,2023-10,2023
485,CUST0296,Female,West,50.0,Mouse,Accessories,30.0,1,30,15.21,In Transit,2023-11-15,1,6,7130,554,Champions,2023-11,2023
486,CUST0264,Female,West,59.0,Monitor,Electronics,300.0,3,900,19.8,In Transit,2023-12-26,9,6,6150,554,Champions,2023-12,2023
487,CUST0136,Female,West,49.0,Mouse,Accessories,30.0,5,150,13.14,Returned,2023-11-11,54,3,500,331,Loyal Customers,2023-11,2023
488,CUST0010,Male,West,49.0,Headphones,Accessories,100.0,5,500,15.78,Delivered,2023-04-21,8,6,10000,555,Champions,2023-04,2023
489,CUST0131,Male,West,67.0,Keyboard,Accessories,50.0,5,250,5.81,Delivered,2023-05-18,48,8,21180,455,Champions,2023-05,2023
490,CUST0252,Male,West,55.0,Headphones,Accessories,100.0,5,500,7.98,Returned,2023-05-16,80,3,2100,332,Loyal Customers,2023-05,2023
491,CUST0294,Female,East,49.0,Mouse,Accessories,30.0,5,150,19.83,In Transit,2023-09-11,115,1,150,211,Lost,2023-09,2023
492,CUST0253,Male,West,51.0,Smartphone,Electronics,800.0,5,4000,16.14,Returned,2023-06-12,101,6,7750,255,At Risk,2023-06,2023
493,CUST0289,Female,North,37.0,Mouse,Accessories,30.0,4,120,9.0,Returned,2024-01-03,1,3,8620,535,Loyal Customers,2024-01,2024
494,CUST0126,Female,North,66.0,Smartphone,Electronics,800.0,1,800,16.42,In Transit,2023-09-26,11,5,2560,553,Loyal Customers,2023-09,2023
495,CUST0024,Female,South,57.0,Laptop,Electronics,1500.0,1,1500,9.69,Delivered,2023-11-22,27,3,2500,422,New/Promising,2023-11,2023
496,CUST0058,Male,East,49.0,Laptop,Electronics,1500.0,4,6000,16.49,Delivered,2023-07-10,51,6,8500,355,Loyal Customers,2023-07,2023
497,CUST0170,Male,West,40.0,Keyboard,Accessories,50.0,2,100,14.0,Delivered,2023-11-23,13,2,250,521,New/Promising,2023-11,2023
498,CUST0064,Female,East,61.0,Laptop,Electronics,1500.0,3,4500,12.21,Returned,2023-10-28,68,7,14600,355,Loyal Customers,2023-10,2023
499,CUST0043,Male,North,22.0,Keyboard,Accessories,50.0,4,200,9.82,Delivered,2023-01-05,71,3,520,321,Needs Attention,2023-01,2023
500,CUST0103,Male,North,23.0,Smartwatch,Wearables,200.0,5,1000,14.5,Delivered,2023-11-15,50,4,2110,442,Loyal Customers,2023-11,2023
501,CUST0032,Male,North,63.0,Mouse,Accessories,30.0,4,120,14.68,Returned,2023-03-11,5,4,7720,535,Loyal Customers,2023-03,2023
502,CUST0182,Male,West,19.0,Mouse,Accessories,30.0,1,30,17.33,Delivered,2023-08-31,72,5,5080,353,Loyal Customers,2023-08,2023
503,CUST0076,Male,North,26.0,Headphones,Accessories,100.0,2,200,17.84,Delivered,2023-12-12,23,4,1930,432,Loyal Customers,2023-12,2023
504,CUST0215,Female,North,35.0,Monitor,Electronics,300.0,5,1500,19.58,Delivered,2023-01-22,159,2,1590,122,Lost,2023-01,2023
505,CUST0105,Male,South,27.0,Keyboard,Accessories,50.0,5,250,17.69,In Transit,2023-12-31,4,6,5150,554,Champions,2023-12,2023
506,CUST0295,Female,East,26.0,Smartphone,Electronics,800.0,5,4000,18.99,In Transit,2023-12-31,4,4,8830,545,Champions,2023-12,2023
507,CUST0002,Female,South,23.0,Keyboard,Accessories,50.0,5,250,17.96,In Transit,2023-08-18,116,3,1550,222,Lost,2023-08,2023
508,CUST0283,Female,East,67.0,Laptop,Electronics,1500.0,1,1500,11.14,In Transit,2023-06-25,57,4,5840,344,Loyal Customers,2023-06,2023
509,CUST0047,Female,West,41.0,Laptop,Electronics,1500.0,1,1500,14.86,Returned,2023-10-21,75,3,2300,322,Needs Attention,2023-10,2023
510,CUST0153,Male,West,49.0,Mouse,Accessories,30.0,2,60,6.54,Returned,2023-11-21,44,3,860,431,Loyal Customers,2023-11,2023
511,CUST0047,Male,East,41.0,Headphones,Accessories,100.0,2,200,9.15,Returned,2023-04-23,75,3,2300,322,Needs Attention,2023-04,2023
512,CUST0269,Male,East,64.0,Monitor,Electronics,300.0,4,1200,13.49,Returned,2023-09-09,32,4,10500,445,Champions,2023-09,2023
513,CUST0022,Male,North,49.0,Laptop,Electronics,1500.0,2,3000,8.24,Delivered,2023-04-15,44,5,5930,444,Champions,2023-04,2023
514,CUST0106,Female,East,50.0,Smartphone,Electronics,800.0,3,2400,10.13,Returned,2023-06-26,28,5,11150,445,Champions,2023-06,2023
515,CUST0284,Male,South,64.0,Headphones,Accessories,100.0,2,200,10.57,In Transit,2023-06-03,156,5,2550,153,At Risk,2023-06,2023
516,CUST0149,Male,South,40.0,Laptop,Electronics,1500.0,1,1500,14.19,In Transit,2023-05-20,8,5,3850,553,Loyal Customers,2023-05,2023
517,CUST0068,Male,East,64.0,Smartwatch,Wearables,200.0,3,600,5.7,In Transit,2023-04-07,102,4,1280,232,Needs Attention,2023-04,2023
518,CUST0289,Female,East,37.0,Smartwatch,Wearables,200.0,5,1000,5.6,Returned,2023-11-18,1,3,8620,535,Loyal Customers,2023-11,2023
519,CUST0247,Male,South,44.0,Laptop,Electronics,1500.0,3,4500,18.21,In Transit,2023-05-01,156,4,5600,144,At Risk,2023-05,2023
520,CUST0295,Male,West,26.0,Laptop,Electronics,1500.0,3,4500,12.84,Unknown,2023-05-27,4,4,8830,545,Champions,2023-05,2023
521,CUST0236,Male,West,18.0,Laptop,Electronics,1500.0,2,3000,18.07,Returned,2023-01-23,138,3,7600,234,Needs Attention,2023-01,2023
522,CUST0148,Male,West,49.0,Keyboard,Accessories,50.0,4,200,14.29,Delivered,2023-10-08,56,5,1670,352,Loyal Customers,2023-10,2023
523,CUST0122,Male,North,68.0,Headphones,Accessories,100.0,4,400,11.52,Returned,2023-11-29,19,6,6100,554,Champions,2023-11,2023
524,CUST0246,Female,South,64.0,Monitor,Electronics,300.0,3,900,15.77,Delivered,2023-09-29,97,1,900,211,Lost,2023-09,2023
525,CUST0282,Male,North,68.0,Laptop,Electronics,1500.0,4,6000,5.24,Delivered,2023-11-07,36,4,10600,445,Champions,2023-11,2023
526,CUST0204,Male,West,54.0,Headphones,Accessories,100.0,5,500,8.64,Delivered,2023-10-20,76,9,29100,355,Loyal Customers,2023-10,2023
527,CUST0053,Male,North,25.0,Laptop,Electronics,1500.0,4,6000,13.08,In Transit,2023-09-18,45,5,7550,444,Champions,2023-09,2023
528,CUST0036,Male,Unknown,33.0,Smartphone,Electronics,800.0,4,3200,13.29,Returned,2023-07-23,155,4,3900,233,Needs Attention,2023-07,2023
529,CUST0085,Male,West,18.0,Smartphone,Electronics,800.0,5,4000,13.44,Delivered,2023-05-02,40,3,5050,433,Loyal Customers,2023-05,2023
530,CUST0071,Female,South,49.0,Headphones,Accessories,100.0,1,100,14.98,Delivered,2023-12-04,25,6,3520,453,Loyal Customers,2023-12,2023
531,CUST0248,Male,East,67.0,Monitor,Electronics,300.0,1,300,8.65,Returned,2023-08-27,130,2,1800,222,Lost,2023-08,2023
532,CUST0088,Female,West,66.0,Headphones,Accessories,100.0,5,500,14.84,Delivered,2023-06-08,27,4,8300,445,Champions,2023-06,2023
533,CUST0020,Female,North,55.0,Monitor,Electronics,300.0,1,300,7.38,Delivered,2023-10-26,70,2,3500,313,Needs Attention,2023-10,2023
534,CUST0274,Female,East,51.0,Laptop,Electronics,1500.0,5,7500,12.33,In Transit,2023-01-07,1,4,9100,545,Champions,2023-01,2023
535,CUST0196,Male,East,37.0,Smartwatch,Wearables,200.0,5,1000,19.55,Delivered,2023-04-23,8,7,6590,554,Champions,2023-04,2023
536,CUST0022,Male,Unknown,33.0,Smartphone,Electronics,800.0,3,2400,5.22,Returned,2023-09-12,44,5,5930,444,Champions,2023-09,2023
537,CUST0211,Male,West,49.0,Keyboard,Accessories,50.0,1,50,14.62,Returned,2023-01-28,10,4,5640,544,Champions,2023-01,2023
538,CUST0152,Female,South,69.0,Smartwatch,Wearables,200.0,3,600,19.07,Delivered,2023-07-16,51,6,5730,354,Loyal Customers,2023-07,2023
539,CUST0042,Male,East,57.0,Smartwatch,Wearables,200.0,5,1000,15.99,Returned,2023-01-04,31,3,2650,423,New/Promising,2023-01,2023
540,CUST0235,Male,East,19.0,Headphones,Accessories,100.0,5,500,19.53,In Transit,2023-04-08,271,2,800,121,Lost,2023-04,2023
541,CUST0206,Male,South,43.0,Laptop,Electronics,1500.0,5,7500,13.04,In Transit,2023-05-03,143,2,7700,225,Needs Attention,2023-05,2023
542,CUST0103,Female,Unknown,23.0,Mouse,Accessories,30.0,2,60,18.45,Returned,2023-07-15,50,4,2110,442,Loyal Customers,2023-07,2023
543,CUST0179,Male,North,45.0,Smartphone,Electronics,800.0,4,3200,15.02,Returned,2023-09-28,52,3,4500,333,Loyal Customers,2023-09,2023
544,CUST0157,Female,East,48.0,Keyboard,Accessories,50.0,4,200,8.27,In Transit,2023-05-22,227,1,200,111,Lost,2023-05,2023
545,CUST0272,Male,South,52.0,Mouse,Accessories,30.0,3,90,8.66,In Transit,2023-03-30,109,6,9180,255,At Risk,2023-03,2023
546,CUST0071,Female,South,46.0,Headphones,Accessories,100.0,5,500,11.88,Returned,2023-08-02,25,6,3520,453,Loyal Customers,2023-08,2023
547,CUST0268,Male,North,21.0,Keyboard,Accessories,50.0,3,150,15.03,In Transit,2023-05-20,27,5,3540,453,Loyal Customers,2023-05,2023
548,CUST0017,Female,West,36.0,Keyboard,Accessories,50.0,5,250,12.63,Delivered,2023-12-17,18,1,250,511,New/Promising,2023-12,2023
549,CUST0221,Male,West,33.0,Monitor,Electronics,300.0,3,900,7.25,Returned,2023-11-01,64,3,1110,332,Loyal Customers,2023-11,2023
550,CUST0207,Male,West,54.0,Headphones,Accessories,100.0,2,200,6.22,Returned,2024-01-03,1,2,1700,522,New/Promising,2024-01,2024
551,CUST0077,Male,East,50.0,Monitor,Electronics,300.0,3,900,14.75,Delivered,2023-01-08,252,4,2170,132,Needs Attention,2023-01,2023
552,CUST0253,Female,East,51.0,Headphones,Accessories,100.0,4,400,17.18,In Transit,2023-09-25,101,6,7750,255,At Risk,2023-09,2023
553,CUST0253,Female,East,51.0,Keyboard,Accessories,50.0,3,150,14.99,In Transit,2023-04-18,101,6,7750,255,At Risk,2023-04,2023
554,CUST0225,Female,North,49.0,Smartwatch,Wearables,200.0,1,200,17.3,Delivered,2023-02-19,47,4,1640,442,Loyal Customers,2023-02,2023
555,CUST0091,Female,West,30.0,Headphones,Accessories,100.0,1,100,6.47,Delivered,2023-06-01,21,6,7970,555,Champions,2023-06,2023
